id,stage,spoke,act,text,source,workstream,psych_axis
104,elixir,12,return,"I teach what I practiced, not what I fantasized.",core,core
105,elixir,12,return,"I build artifacts—code, notes, systems—that outlast moods.",core,core
106,elixir,12,return,I model grounded confidence instead of selling hype.,core,core
107,elixir,12,return,I help others cross their threshold with clarity.,core,core
108,elixir,12,return,I contribute work that proves my competence.,core,core
109,elixir,12,return,I share the map while honoring each person's journey.,core,core
110,elixir,12,return,I leave something behind that makes the world slightly better.,core,core
111,refusal,3,departure,"I sense the world is staged, but I can’t yet name what’s wrong.",matrix,story
112,call,2,departure,"A stranger offers a choice: comfort in the story, or truth with consequences.",matrix,story
113,threshold,5,departure,I choose the red pill: I’d rather know than cope.,matrix,story
114,threshold,5,departure,The old reality breaks; I realize I was living inside an operating system.,matrix,story
115,tests,6,initiation,I accept that freedom feels like fear at first.,matrix,story
116,tests,6,initiation,I train daily: repetition turns chaos into skill.,matrix,story
117,tests,6,initiation,I meet resistance that wants me asleep; I stop negotiating with it.,matrix,story
118,tests,6,initiation,"I learn to read the code: patterns, incentives, and hidden rules.",matrix,story
119,approach,7,initiation,I stop asking ‘am I ready?’ and start asking ‘what’s the next move?’,matrix,story
120,integration,11,return,I become the kind of person who can hold truth without collapsing.,matrix,story
121,refusal,3,departure,I feel numb in a life that looks fine on paper.,fight_club,story
122,refusal,3,departure,I notice I’m buying an identity instead of building one.,fight_club,story
123,call,2,departure,I meet a shadow-teacher: the part of me that refuses to be domesticated.,fight_club,story
124,threshold,5,departure,I choose pain over numbness; sensation becomes a doorway back to myself.,fight_club,story
125,tests,6,initiation,I learn the difference between performance and presence.,fight_club,story
126,tests,6,initiation,"I stop outsourcing my meaning to approval, status, or romance.",fight_club,story
127,ordeal,8,initiation,I face the split inside: the actor vs the one who actually wants.,fight_club,story
128,integration,11,return,I take responsibility for my shadow instead of letting it run the show.,fight_club,story
129,approach,7,initiation,"I build discipline: small acts of integrity, repeated, become identity.",fight_club,story
130,return,10,return,I choose creation over destruction: rebuild the self without burning the world.,fight_club,story
131,refusal,3,departure,"I inherit a story about who I am, and it doesn’t fit anymore.",kingdom_of_heaven,story
132,call,2,departure,A mentor calls me to a higher standard: ‘be better than your past.’,kingdom_of_heaven,story
133,threshold,5,departure,I leave the familiar to pursue a harder kind of honor.,kingdom_of_heaven,story
134,allies,6,initiation,"I learn leadership is service, not dominance.",kingdom_of_heaven,story
135,ordeal,8,initiation,I hold the line when fear says run.,kingdom_of_heaven,story
136,integration,11,return,"I choose mercy over ego, even when it costs me.",kingdom_of_heaven,story
137,reward,9,initiation,I protect people who can’t protect themselves; my values become real.,kingdom_of_heaven,story
138,tests,6,initiation,I negotiate with power without selling my soul.,kingdom_of_heaven,story
139,ordeal,8,initiation,I accept loss without losing my integrity.,kingdom_of_heaven,story
140,return,10,return,"I return changed: not a legend, but a man who keeps his vow.",kingdom_of_heaven,story
141,refusal,3,departure,"I sense the set is too perfect, but I keep smiling for the cameras.",truman,story
142,call,2,departure,A crack appears in the world; I can’t unsee that my life might be staged.,truman,story
143,threshold,5,departure,I test the boundaries of the script and choose truth over comfort.,truman,story
144,tests,6,initiation,The system pushes back; I learn that freedom requires sustained courage.,truman,story
145,approach,7,initiation,I stop asking for permission and start planning my exit with calm precision.,truman,story
146,ordeal,8,initiation,I face the fear designed to keep me small and walk through it anyway.,truman,story
147,return,10,return,"I step into the unknown: no applause, just a real life I choose.",truman,story
148,refusal,3,departure,"I tell myself it’s just a dream, because doubt is safer than responsibility.",inception,story
149,call,2,departure,A mission appears: plant an idea that could change everything.,inception,story
150,threshold,5,departure,"I accept the deeper layer: to build reality, I must face my own mind.",inception,story
151,tests,6,initiation,I run drills in layers of pressure; skill replaces panic.,inception,story
152,allies,6,initiation,I assemble a team where each strength covers another’s weakness.,inception,story
153,approach,7,initiation,I design the plan down to the timing: structure becomes sanity.,inception,story
154,ordeal,8,initiation,I confront the memory that sabotages me and refuse to let it steer.,inception,story
155,integration,11,return,"I choose a grounded inner compass: I can’t control reality, but I can choose integrity.",inception,story
156,return,10,return,"I come back changed: less attached to certainty, more committed to what I build.",inception,story
157,refusal,3,departure,"I play along with the story I’m sold, even when it smells like rot.",la_confidential,story
158,call,2,departure,I see the corruption behind the badge; the truth demands a price.,la_confidential,story
159,threshold,5,departure,I stop performing loyalty and start investigating what power hides.,la_confidential,story
160,tests,6,initiation,Every clue creates enemies; I learn to move quietly and verify everything.,la_confidential,story
161,allies,6,initiation,I find unlikely partners: integrity can be shared even among rivals.,la_confidential,story
162,ordeal,8,initiation,"I face the cost of truth: reputation, safety, and the comfort of lies.",la_confidential,story
163,reward,9,initiation,The pattern snaps into focus; I can finally name what’s really happening.,la_confidential,story
164,return,10,return,I choose justice over image and walk forward with my conscience intact.,la_confidential,story
165,refusal,3,departure,I cling to ordinary rules because wonder feels like losing control.,alice,story
166,call,2,departure,I follow the impossible: curiosity becomes the doorway.,alice,story
167,threshold,5,departure,I fall into the unknown and let the old map dissolve.,alice,story
168,tests,6,initiation,Nothing behaves ‘properly’; I learn to adapt instead of argue.,alice,story
169,allies,6,initiation,I meet strange guides and realize wisdom can look eccentric.,alice,story
170,ordeal,8,initiation,I face the part of me that doubts my right to take up space.,alice,story
171,integration,11,return,"I remember who I am: not the role, but the chooser.",alice,story
172,return,10,return,I carry wonder back to the real world and act with more courage.,alice,story
173,refusal,3,departure,I stay in sepia comfort because color feels too big for me.,oz,story
174,call,2,departure,A storm lifts me: life interrupts my plan and offers an adventure.,oz,story
175,threshold,5,departure,I arrive in a strange land and realize I must walk the road myself.,oz,story
176,allies,6,initiation,I gather companions; each of us wants what we think we lack.,oz,story
177,tests,6,initiation,We face tricks and threats that test whether we’ll quit or keep moving.,oz,story
178,ordeal,8,initiation,"The illusion shatters: the ‘wizard’ is just a man, and I must own my power.",oz,story
179,integration,11,return,"I learn the gift was always within: heart, courage, mind, and home.",oz,story
180,return,10,return,I go back with a new lens: I can choose my life without needing a savior.,oz,story
181,allies,6,initiation,"The Hospitalier speaks calm courage into me: ‘When you stand before God, you cannot say you weren’t shown mercy.’",kingdom_of_heaven,story
182,tests,6,initiation,I watch the Hospitalier hold steady under chaos; I learn composure is a weapon.,kingdom_of_heaven,story
183,approach,7,initiation,"The Hospitalier reminds me: build the defense, not the legend—do the work that saves lives.",kingdom_of_heaven,story
184,ordeal,8,initiation,"In the darkest hour, the Hospitalier refuses despair; I borrow his steadiness to keep fighting.",kingdom_of_heaven,story
185,integration,11,return,"‘If God does not love you, how could you have done all these things that you have done?’—I let that land as permission to forgive myself.",kingdom_of_heaven,story
186,reward,9,initiation,"I feel a clean dignity: my actions were real, and that matters more than my doubts.",kingdom_of_heaven,story
187,return,10,return,"I carry the Hospitalier’s standard back with me: honor isn’t an emotion, it’s a practice.",kingdom_of_heaven,story
188,elixir,12,return,I pass on the lesson: mercy and discipline can coexist; you can be fierce without being cruel.,kingdom_of_heaven,story
189,refusal,3,departure,I tell myself the darkness is ‘just stories’—but I feel it watching from the edges.,WAKE,story
190,call,2,departure,"A message arrives from the deep: write, or be written by the nightmare.",WAKE,story
191,threshold,5,departure,I step into the overlap—reality bends and I accept that the rules have changed.,WAKE,story
192,tests,6,initiation,"I learn to survive the loop: light, timing, and focus become my daily training.",WAKE,story
193,tests,6,initiation,The story fights back; every attempt teaches me what the darkness exploits.,WAKE,story
194,allies,6,initiation,I link up with others trapped in the same myth; we trade clues instead of coping alone.,WAKE,story
195,approach,7,initiation,"I map the pattern: scenes, triggers, objectives—structure gives me a way through.",WAKE,story
196,ordeal,8,initiation,I face the part of me that uses art as avoidance; I choose responsibility over romance with chaos.,WAKE,story
197,ordeal,8,initiation,I confront the shadow that wears my face; I stop bargaining and name it.,WAKE,story
198,reward,9,initiation,A breakthrough: the narrative snaps—what felt random becomes readable.,WAKE,story
199,return,10,return,"I bring the clarity back to daylight: I can’t control every frame, but I can choose the next line.",WAKE,story
200,integration,11,return,I hold fear without letting it steer; presence becomes brighter than panic.,WAKE,story
201,elixir,12,return,"I turn the ordeal into a tool: writing as disciplined practice, not escapism.",WAKE,story
202,tests,6,initiation,I stop chasing the perfect ending and start making clean moves under pressure.,WAKE,story
203,approach,7,initiation,I treat the work like a ritual: small consistent actions that keep the darkness from taking ground.,WAKE,story
204,integration,11,return,"I become the author again—no longer possessed by the plot, but participating consciously.",WAKE,story
205,refusal,3,departure,I tell myself Gotham isn’t my problem anymore; hiding feels safer than choosing the cowl.,Batman,story
206,call,2,departure,The city shows me the cost of my comfort—someone has to stand up.,Batman,story
207,threshold,5,departure,I cross into the underworld of training; fear becomes a teacher instead of a jailer.,Batman,story
208,tests,6,initiation,"I learn the discipline behind the symbol: repetition, restraint, and control.",Batman,story
209,allies,6,initiation,I accept guidance from mentors and allies; I stop pretending I can do it alone.,Batman,story
210,approach,7,initiation,"I build the tools and the code: the mission needs structure, not ego.",Batman,story
211,ordeal,8,initiation,"I face the chaos that can’t be reasoned with; the Joker tests my integrity, not my strength.",Batman,story
212,ordeal,8,initiation,I take the fall so the symbol survives; I choose responsibility over reputation.,Batman,story
213,reward,9,initiation,A hard-won truth: being good isn’t being liked—it’s doing what’s necessary.,Batman,story
214,return,10,return,I come back from exile and pain; I move again even when the body protests.,Batman,story
215,integration,11,return,I hold the paradox: a symbol can be both mercy and threat—used with intention.,Batman,story
216,elixir,12,return,I pass on the lesson: build systems that outlive you; courage is contagious.,Batman,story
217,refusal,3,departure,I cling to comfort and status; I don’t want the world to change me.,samurai,story
218,call,2,departure,A new land calls me into a conflict I don’t understand; I’m needed where I’m weakest.,samurai,story
219,threshold,5,departure,I enter the samurai world; my old identity starts to crack.,samurai,story
220,tests,6,initiation,"Training strips me down: posture, breath, repetition—no shortcuts.",samurai,story
221,allies,6,initiation,I find respect in those I feared; discipline becomes a bridge.,samurai,story
222,approach,7,initiation,I stop performing and start learning; humility becomes my weapon.,samurai,story
223,ordeal,8,initiation,"In battle and loss, I face what my life has been built on; the old story dies.",samurai,story
224,reward,9,initiation,A quiet honor arrives: I can stand in my own skin without applause.,samurai,story
225,return,10,return,"I return carrying a new standard: presence, duty, and restraint.",samurai,story
226,integration,11,return,‘No mind’ becomes real: I act cleanly without the chatter taking the wheel.,samurai,story
227,elixir,12,return,I pass on what I learned: mastery is inner stillness under pressure.,samurai,story
228,refusal,3,departure,I want the crown without the cross; I resist surrender and try to control outcomes.,christ,story
229,call,2,departure,"I’m called into the desert of truth: serve, not be served.",christ,story
230,threshold,5,departure,I step into ministry; the path becomes public and costly.,christ,story
231,tests,6,initiation,"Temptations come as shortcuts: power, spectacle, certainty—each one refused.",christ,story
232,allies,6,initiation,"I gather imperfect disciples; love becomes practiced, not theoretical.",christ,story
233,approach,7,initiation,I walk toward Jerusalem knowing the cost; courage is obedience.,christ,story
234,ordeal,8,initiation,The crucifixion: everything is stripped away; I endure without abandoning love.,christ,story
235,reward,9,initiation,Resurrection: life returns with meaning; despair is not the final word.,christ,story
236,return,10,return,"I return to my people with peace, not vengeance; wounds become testimony.",christ,story
237,integration,11,return,I embody mercy and truth together; strength becomes gentleness.,christ,story
238,elixir,12,return,The commission: carry the message outward—hope made practical.,christ,story
239,refusal,3,departure,I want to stay a kid forever; responsibility feels like a trap.,DBZ,story
240,call,2,departure,A new threat arrives; my limits are exposed and the work begins.,DBZ,story
241,threshold,5,departure,I commit to training; the body becomes the dojo and discipline becomes daily.,DBZ,story
242,tests,6,initiation,"Every arc is a trial: gravity, technique, timing—failure is data.",DBZ,story
243,allies,6,initiation,I train with rivals and friends; competition becomes collaboration.,DBZ,story
244,approach,7,initiation,"I prepare for the big fight: strategy, recovery, and focus—not just hype.",DBZ,story
245,ordeal,8,initiation,I meet an enemy that forces transformation; the old self can’t win.,DBZ,story
246,reward,9,initiation,Power unlocks through sacrifice and love; strength becomes purposeful.,DBZ,story
247,return,10,return,I return to ordinary life with new capacity; calm becomes a flex.,DBZ,story
248,integration,11,return,I accept that growth is endless; identity is built by reps.,DBZ,story
249,elixir,12,return,I teach the next generation: train your spirit as much as your power.,DBZ,story
250,refusal,3,departure,I rage against limits; I want heaven’s status without heaven’s wisdom.,journey_west,story
251,call,2,departure,A mission appears: protect the pilgrimage—turn chaos into service.,journey_west,story
252,threshold,5,departure,I’m bound to the path; freedom now means commitment.,journey_west,story
253,tests,6,initiation,"Demons, illusions, and ego traps: each one exposes my impatience.",journey_west,story
254,allies,6,initiation,A strange crew forms; difference becomes strength when we stay aligned.,journey_west,story
255,approach,7,initiation,I learn restraint: power without discipline becomes disaster.,journey_west,story
256,ordeal,8,initiation,I face the part of me that wants worship; I choose the work over attention.,journey_west,story
257,reward,9,initiation,A clearer mind emerges: humor and humility replace arrogance.,journey_west,story
258,return,10,return,"I bring the lesson back: enlightenment is practice, not a trophy.",journey_west,story
259,integration,11,return,I hold both mischief and compassion; the trickster becomes a guardian.,journey_west,story
260,elixir,12,return,I pass on the teaching: the wild mind can be trained to serve truth.,journey_west,story
261,refusal,3,departure,"My chest tightens and I call it logic; it’s actually fear of exposure.",core,lmb
262,refusal,3,departure,"I scroll instead of breathing; the freeze response wears the mask of productivity.",core,lmb
263,refusal,3,departure,"I over-plan the feature because shipping would make the feedback real.",core,career
264,call,2,departure,"The body signals before the mind agrees: shallow breath means something must change.",core,lmb
265,call,2,departure,"A failing test suite shows me where discipline is missing; the bug is instructional.",core,career
266,call,2,departure,"I realize the relationship pattern repeats; the common variable is my avoidance.",core,dating
267,threshold,5,departure,"I push the commit even though my stomach flips; action recalibrates the nervous system.",core,career
268,threshold,5,departure,"I state a boundary calmly; my voice shakes but I don’t retract it.",core,dating
269,threshold,5,departure,"I choose the workout when the mind negotiates; the body crosses first.",core,fitness
270,tests,6,initiation,"An incident hits production; I stay with the logs instead of blaming people.",core,career
271,tests,6,initiation,"I feel the urge to fawn; I breathe and return to center before replying.",core,lmb
272,tests,6,initiation,"I iterate the release plan; constraints refine the architecture.",core,career
273,allies,6,initiation,"A mentor critiques my draft; I integrate the signal without collapsing.",core,career
274,allies,6,initiation,"I choose friends who challenge my delusion, not those who soothe it.",core,lmb
275,approach,7,initiation,"I define ‘done’ for this sprint; ambiguity is replaced with criteria.",core,career
276,approach,7,initiation,"I design rituals—sleep, lifting, journaling—that reduce chaos before it starts.",core,fitness
277,ordeal,8,initiation,"I sit in the urge to self-sabotage and refuse to act it out.",core,lmb
278,ordeal,8,initiation,"A relationship ends; I grieve without rewriting the story to make me innocent.",core,dating
279,ordeal,8,initiation,"The deploy fails publicly; I own the mistake and draft the postmortem.",core,career
280,reward,9,initiation,"My breath deepens under pressure; composure becomes embodied proof.",core,lmb
281,reward,9,initiation,"The build pipeline turns green; repetition is now trust.",core,career
282,reward,9,initiation,"I can say no without anger; that is new power.",core,dating
283,return,10,return,"I turn the debugging playbook into onboarding material for the next engineer.",core,career
284,return,10,return,"I model clean boundaries so others feel safer to hold their own.",core,dating
285,integration,11,return,"I notice activation in the chest and choose response over reaction.",core,lmb
286,integration,11,return,"Discipline feels less dramatic; consistency replaces intensity.",core,fitness
287,elixir,12,return,"I publish the framework I tested in private; artifacts replace performance.",core,career
288,elixir,12,return,"I speak about failure without glamorizing it; clarity becomes service.",core,lmb
289,elixir,12,return,"I help someone else ship their first uncomfortable commit.",core,career
290,approach,7,initiation,"I constrain the scope instead of expanding ambition; focus is mercy.",core,career
291,tests,6,initiation,"I track triggers like metrics; awareness becomes observability.",core,lmb
292,ordeal,8,initiation,"I forgive myself for not knowing sooner; shame loses its leverage.",core,spiritual
293,reward,9,initiation,"Integrity feels lighter than image management; I choose it again.",core,spiritual
294,return,10,return,"I carry the lesson into Monday; growth survives the calendar.",core,lmb
295,elixir,12,return,"I build systems—code, habits, vows—that outlast mood swings.",core,lmb

296,refusal,3,departure,"I wake up to the same mental alarm; the loop is familiar, not fated.",groundhog_day,story
297,refusal,3,departure,"I call it realism, but it’s resignation dressed as wisdom.",groundhog_day,lmb
298,refusal,3,departure,"I tell myself nothing matters; it’s a shield against disappointment.",groundhog_day,spiritual
299,refusal,3,departure,"I keep reliving February 2nd because part of me is afraid of February 3rd.",groundhog_day,lmb
300,call,2,departure,"The question lands: what if the repetition is asking me to change, not escape?",groundhog_day,story
301,call,2,departure,"I notice the ‘same house, same stress, same echo’ pattern and stop calling it normal.",groundhog_day,lmb
302,call,2,departure,"I see the split: what’s my weather vs what isn’t mine to control.",groundhog_day,lmb
303,call,2,departure,"I realize growth isn’t a lever to pull; it’s a path to walk.",groundhog_day,spiritual
304,allies,6,initiation,"A mentor-frame appears: a compassionate viewer can name what I’m doing without shaming me.",groundhog_day,lmb
305,allies,6,initiation,"Rita becomes a mirror: love that refuses manipulation forces honesty.",groundhog_day,story
306,tests,6,initiation,"I try the ‘no consequences’ life and discover indulgence still feels empty.",groundhog_day,story
307,tests,6,initiation,"I watch my mind bargain—‘if only X, then peace’—and label it as control-seeking.",groundhog_day,lmb
308,tests,6,initiation,"I practice craft to replace coping: read, train, build, repeat.",groundhog_day,lmb
309,approach,7,initiation,"I stop auditioning for a role I already lost; I define growth without an audience.",groundhog_day,dating
310,approach,7,initiation,"I set ‘one small real-world action’ as the exit ramp from over-analysis.",groundhog_day,lmb
311,approach,7,initiation,"I narrow the goal to presence: show up cleanly, regardless of outcome.",groundhog_day,lmb
312,ordeal,8,initiation,"I hit the dark solution—self-destruction fantasies—then see they don’t end the loop.",groundhog_day,story
313,ordeal,8,initiation,"I grieve the story that died and refuse to rewrite it into vindication.",groundhog_day,lmb
314,ordeal,8,initiation,"I face the humiliation of not getting the grade I wanted after passing the test.",groundhog_day,lmb
315,ordeal,8,initiation,"I accept the limits: I cannot resurrect the past by force of will.",groundhog_day,spiritual
316,reward,9,initiation,"I feel relief in surrender: ‘I’m not the god’ becomes nervous-system peace.",groundhog_day,spiritual
317,reward,9,initiation,"I notice integrity is lighter than image management.",groundhog_day,lmb
318,reward,9,initiation,"Service breaks the spell: generosity without a receipt restores meaning.",groundhog_day,spiritual
319,return,10,return,"I carry the lesson into ordinary days: the calendar doesn’t cancel the vow.",groundhog_day,lmb
320,return,10,return,"I stop using one person as the measuring stick for whether my growth was worth it.",groundhog_day,dating
321,return,10,return,"I bless and release: gratitude without a covert contract.",groundhog_day,spiritual
322,integration,11,return,"I can hold the thought ‘if she saw me now’ without letting it steer the ship.",groundhog_day,lmb
323,integration,11,return,"Presence replaces tactics; I choose the next honest line, not the perfect script.",groundhog_day,lmb
324,integration,11,return,"I treat journaling as a commentary track that must end in action.",groundhog_day,lmb
325,elixir,12,return,"Protocol: scene, commentary, one small action—each day advances one frame.",groundhog_day,lmb
326,elixir,12,return,"I build artifacts instead of fantasies: habits, code, vows, proof-of-work.",groundhog_day,career
327,refusal,3,departure,"I optimize myself for someone’s love and feel it turn uncanny.",groundhog_day,dating
328,tests,6,initiation,"I notice how ‘trying too hard’ leaks neediness even when the growth is real.",groundhog_day,dating
329,approach,7,initiation,"I anchor improvement in vocation and integrity, not in winning someone back.",groundhog_day,spiritual
330,ordeal,8,initiation,"A creator’s illness reminds me: meaning-making doesn’t grant immunity from pain.",groundhog_day,spiritual
331,reward,9,initiation,"I choose grace as a response to being blindsided, not as a bargain for safety.",groundhog_day,spiritual
332,return,10,return,"I meet the next crossroads as the man who walked through the storm, not the boy who hoped to be spared.",groundhog_day,lmb
333,integration,11,return,"I accept uncertainty as weather; I still choose my posture, my breath, my next move.",groundhog_day,lmb
334,elixir,12,return,"I bring back a simple creed: I don’t control outcomes; I control how I show up.",groundhog_day,lmb
335,elixir,12,return,"The loop ends when love stops extracting and starts giving.",groundhog_day,spiritual
336,refusal,3,departure,"I confuse my public myth with my real self and start living for the rumor.",wake_scratch,story
337,refusal,3,departure,"I let other people’s stories draft my identity, then call it ‘being realistic.’",wake_scratch,lmb
338,refusal,3,departure,"I hide from the work because I’m afraid the world will misread me anyway.",wake_scratch,lmb
339,call,2,departure,"A darker double appears: the part of me shaped by fear, gossip, and projection.",wake_scratch,story
340,call,2,departure,"I realize reputation is a force: collective belief can write a mask onto me.",wake_scratch,spiritual
341,call,2,departure,"I see the core threat: an inner demon uses my name to open a door I already tried to close.",wake_scratch,story
342,threshold,5,departure,"I choose authorship over anxiety: I stop negotiating with the narrative and act.",wake_scratch,lmb
343,threshold,5,departure,"I accept that the story world has rules—symbols, exchanges, consequences—and I step in anyway.",wake_scratch,story
344,tests,6,initiation,"I notice how a single rumor can become a whole costume if I keep wearing it.",wake_scratch,lmb
345,tests,6,initiation,"I track my triggers like an investigator: what makes the double stronger?",wake_scratch,lmb
346,tests,6,initiation,"I learn that ‘dark presence’ thrives on ambiguity; clarity is a form of light.",wake_scratch,spiritual
347,tests,6,initiation,"I separate the true signal from the noise: not every accusation is data.",wake_scratch,lmb
348,allies,6,initiation,"A loved one sees the real me and reflects it back without feeding my ego.",wake_scratch,story
349,allies,6,initiation,"An ally’s testimony becomes medicine: truth spoken with love weakens the false legend.",wake_scratch,spiritual
350,allies,6,initiation,"I accept help to anchor reality: a witness is protection against self-mythologizing.",wake_scratch,lmb
351,approach,7,initiation,"I build a ‘Sunrise’ artifact: a clean record of who I am when I’m not performing.",wake_scratch,career
352,approach,7,initiation,"I replace image management with proof-of-work; reality becomes harder to distort.",wake_scratch,career
353,approach,7,initiation,"I stop feeding the urban legend—no more compulsive explaining, no more reactive posts.",wake_scratch,lmb
354,approach,7,initiation,"I prepare for the showdown by tightening my inner criteria: integrity over applause.",wake_scratch,spiritual
